Date,Territory,Region,Category,Product,Value,Volume,Customer_Segment
03-07-2025,Delhi,North,C,P2,27296,293,Retail
26-11-2025,Bangalore,North,B,P2,13939,68,Wholesale
28-05-2025,Bangalore,South,E,P2,84327,197,Online
15-04-2025,Delhi,South,D,P1,6306,192,Wholesale
16-02-2025,Mumbai,South,B,P2,94843,332,Retail
28-03-2025,Delhi,North,B,P6,79279,97,Retail
05-11-2025,Mumbai,South,C,P3,5092,51,Wholesale
13-03-2026,Mumbai,West,C,P5,13446,59,Wholesale
09-05-2025,Bangalore,West,C,P4,51654,457,Wholesale
15-09-2025,Mumbai,South,C,P4,50176,447,Wholesale
10-11-2025,Mumbai,South,B,P4,46873,127,Online
27-05-2025,Delhi,North,E,P5,56527,172,Retail
22-03-2026,Delhi,South,C,P2,92756,376,Online
07-04-2026,Mumbai,South,A,P6,18927,93,Online
13-03-2025,Bangalore,West,B,P5,15813,478,Online
20-05-2025,Delhi,West,D,P5,45637,93,Online
14-02-2026,Chennai,West,D,P6,14944,173,Retail
27-01-2025,Bangalore,West,E,P1,8002,180,Retail
29-01-2025,Delhi,South,B,P6,87434,17,Online
28-09-2025,Delhi,West,B,P5,59859,35,Online
23-06-2025,Chennai,North,B,P1,40948,13,Retail
10-09-2025,Mumbai,North,A,P3,51964,46,Retail
20-01-2026,Delhi,South,A,P1,14384,420,Retail
01-03-2025,Chennai,North,C,P4,15487,4,Retail
17-04-2025,Chennai,West,D,P1,48535,317,Online
08-08-2025,Delhi,West,A,P3,62696,193,Retail
17-03-2026,Bangalore,North,D,P5,1253,486,Online
16-09-2025,Delhi,South,B,P4,44778,43,Wholesale
06-01-2026,Chennai,West,A,P1,97141,283,Online
26-05-2025,Delhi,West,D,P6,22133,220,Retail
21-02-2025,Bangalore,North,A,P2,25697,89,Online
01-03-2025,Mumbai,South,B,P6,91144,472,Retail
03-02-2025,Mumbai,South,B,P5,10475,450,Wholesale
06-04-2025,Delhi,North,B,P4,11789,279,Retail
22-04-2026,Delhi,West,C,P4,8982,307,Retail
30-03-2025,Chennai,North,D,P1,39132,342,Retail
12-11-2025,Bangalore,North,C,P5,39028,338,Retail
14-02-2026,Chennai,North,E,P5,79454,184,Online
19-08-2025,Chennai,West,E,P2,3536,308,Retail
01-04-2026,Mumbai,West,A,P2,48988,54,Wholesale
02-10-2025,Chennai,North,A,P4,65422,144,Online
03-09-2025,Chennai,South,A,P6,72448,224,Retail
21-04-2025,Mumbai,North,C,P4,79053,323,Wholesale
22-08-2025,Mumbai,West,B,P3,24397,257,Online
05-10-2025,Bangalore,South,A,P4,99858,98,Online
22-04-2026,Bangalore,South,A,P2,51341,493,Retail
21-02-2026,Bangalore,West,E,P1,86026,410,Wholesale
15-06-2025,Delhi,West,B,P3,6108,494,Online
08-05-2025,Mumbai,North,C,P4,96836,360,Retail
25-08-2025,Delhi,West,B,P2,34718,444,Retail
18-10-2025,Delhi,South,E,P6,50381,494,Wholesale
17-04-2025,Bangalore,North,C,P3,52625,454,Retail
08-05-2025,Mumbai,North,D,P1,88643,300,Wholesale
14-07-2025,Delhi,South,A,P1,41626,36,Online
05-12-2025,Chennai,West,C,P6,79822,9,Online
29-01-2026,Chennai,North,E,P2,43734,135,Retail
20-04-2026,Mumbai,South,B,P5,66257,31,Wholesale
23-05-2025,Delhi,South,C,P6,89295,417,Online
30-01-2026,Bangalore,South,E,P2,67462,310,Wholesale
21-04-2025,Delhi,West,C,P2,20787,196,Online
31-03-2025,Chennai,West,A,P2,40901,326,Wholesale
08-09-2025,Chennai,West,B,P5,56193,203,Online
07-10-2025,Bangalore,West,B,P4,41894,104,Wholesale
29-11-2025,Mumbai,South,C,P4,88166,205,Online
12-08-2025,Delhi,North,E,P1,68422,329,Retail
11-04-2025,Chennai,South,A,P4,5463,51,Wholesale
12-05-2025,Delhi,North,A,P2,76785,382,Retail
13-01-2025,Bangalore,North,C,P6,49675,146,Online
02-04-2026,Bangalore,North,D,P4,63361,26,Wholesale
17-03-2026,Mumbai,West,C,P5,58524,471,Online
08-04-2025,Bangalore,South,A,P6,8888,215,Online
30-04-2025,Mumbai,North,B,P4,92589,51,Retail
20-10-2025,Delhi,South,C,P2,98272,190,Retail
31-10-2025,Chennai,West,C,P4,11325,389,Retail
18-07-2025,Chennai,North,B,P6,95927,138,Online
01-01-2025,Mumbai,West,C,P1,46269,431,Retail
01-03-2025,Chennai,West,E,P4,49436,40,Retail
07-09-2025,Mumbai,South,B,P1,43150,211,Wholesale
20-05-2025,Mumbai,North,B,P3,76068,328,Wholesale
29-05-2025,Delhi,West,B,P5,21531,271,Retail
30-01-2026,Delhi,South,A,P1,19627,403,Retail
13-02-2025,Bangalore,North,C,P6,18096,324,Retail
06-01-2026,Mumbai,North,D,P3,50833,355,Retail
05-07-2025,Delhi,West,C,P3,71898,165,Online
18-04-2025,Mumbai,West,C,P2,82247,204,Online
13-02-2025,Mumbai,West,A,P3,34354,287,Wholesale
19-03-2025,Mumbai,West,E,P5,90266,336,Retail
14-08-2025,Delhi,North,E,P5,59754,448,Wholesale
11-06-2025,Mumbai,West,A,P5,56180,488,Online
08-10-2025,Mumbai,West,A,P5,17747,341,Retail
10-09-2025,Bangalore,West,A,P2,27508,183,Retail
12-05-2025,Mumbai,North,C,P4,62816,125,Online
24-03-2026,Bangalore,South,A,P6,45604,340,Wholesale
07-01-2026,Mumbai,South,D,P6,89343,316,Online
10-01-2026,Bangalore,North,B,P1,80507,122,Wholesale
19-04-2026,Delhi,South,E,P2,42686,178,Retail
24-05-2025,Delhi,North,D,P6,88529,406,Online
23-09-2025,Chennai,West,E,P2,84040,300,Online
19-04-2025,Mumbai,South,C,P1,58933,325,Online
13-07-2025,Chennai,North,C,P6,23004,136,Retail
04-02-2025,Chennai,North,A,P1,91959,264,Retail
12-04-2026,Bangalore,West,E,P4,83848,33,Wholesale
25-01-2026,Delhi,North,C,P4,86032,475,Retail
02-10-2025,Mumbai,South,C,P5,36777,30,Retail
06-07-2025,Mumbai,West,E,P6,48601,92,Wholesale
13-03-2026,Bangalore,North,C,P4,93773,488,Online
31-08-2025,Chennai,West,A,P4,27375,243,Online
21-09-2025,Bangalore,North,C,P1,9066,210,Retail
07-04-2026,Chennai,South,D,P3,88287,122,Online
10-01-2025,Mumbai,South,D,P5,90664,372,Wholesale
27-03-2026,Bangalore,West,A,P5,54844,394,Online
15-06-2025,Chennai,North,D,P2,85088,168,Retail
29-01-2025,Bangalore,West,C,P4,77231,269,Wholesale
28-09-2025,Delhi,West,D,P4,81769,485,Online
28-03-2025,Bangalore,South,D,P1,74686,445,Online
23-01-2025,Mumbai,West,C,P4,38288,171,Online
29-07-2025,Bangalore,North,E,P2,56732,55,Wholesale
15-02-2025,Mumbai,South,A,P1,95922,488,Wholesale
12-04-2026,Mumbai,North,E,P5,27207,435,Wholesale
28-01-2025,Bangalore,West,E,P4,47958,87,Wholesale
26-01-2025,Bangalore,South,D,P4,94631,119,Online
23-09-2025,Bangalore,North,B,P2,94091,403,Retail
24-06-2025,Delhi,North,E,P6,75158,54,Retail
04-01-2025,Delhi,West,C,P2,52888,23,Online
07-11-2025,Chennai,North,C,P1,91806,318,Online
18-11-2025,Bangalore,West,C,P5,9029,425,Wholesale
08-03-2025,Chennai,West,B,P6,77539,336,Retail
15-05-2025,Chennai,West,B,P6,39507,255,Wholesale
24-02-2025,Mumbai,West,A,P2,7681,396,Wholesale
09-04-2026,Chennai,South,B,P2,24215,228,Online
31-01-2025,Bangalore,North,A,P5,32873,132,Wholesale
15-03-2025,Delhi,North,C,P3,43421,12,Online
19-01-2025,Chennai,South,B,P1,67802,411,Retail
05-06-2025,Chennai,West,D,P6,18658,14,Retail
03-12-2025,Delhi,West,D,P3,69773,16,Wholesale
05-06-2025,Chennai,West,D,P5,49404,93,Wholesale
27-05-2025,Bangalore,West,B,P6,67593,378,Retail
28-03-2025,Chennai,South,B,P6,86782,396,Retail
20-01-2025,Mumbai,North,B,P4,91867,437,Retail
26-09-2025,Chennai,West,D,P6,30517,271,Online
29-11-2025,Mumbai,West,C,P1,24718,1,Online
12-02-2025,Delhi,West,E,P5,61484,284,Wholesale
30-01-2026,Delhi,North,C,P5,76380,264,Wholesale
08-03-2026,Chennai,North,B,P6,91184,352,Wholesale
03-02-2026,Chennai,South,E,P1,6420,376,Wholesale
05-02-2026,Delhi,North,E,P3,28454,89,Retail
14-03-2026,Mumbai,North,C,P4,35798,227,Wholesale
02-11-2025,Delhi,West,D,P3,33740,76,Wholesale
28-01-2025,Delhi,North,A,P2,63471,188,Wholesale
12-04-2026,Mumbai,West,D,P3,78597,134,Retail
17-09-2025,Delhi,South,D,P2,92659,191,Wholesale
22-01-2025,Chennai,West,E,P1,69371,223,Wholesale
15-04-2026,Chennai,South,B,P6,29351,122,Retail
10-01-2026,Delhi,North,B,P2,34692,9,Online
11-04-2025,Chennai,South,E,P5,17566,308,Wholesale
08-02-2025,Bangalore,West,D,P6,43251,473,Wholesale
17-10-2025,Delhi,North,C,P6,56379,310,Online
19-12-2025,Bangalore,North,A,P6,28157,212,Online
27-10-2025,Delhi,West,D,P2,62165,486,Wholesale
19-06-2025,Delhi,North,D,P5,20350,79,Wholesale
23-10-2025,Bangalore,West,A,P5,97431,310,Online
19-12-2025,Delhi,South,C,P3,70932,128,Wholesale
31-01-2026,Chennai,South,A,P6,79873,164,Wholesale
10-05-2025,Bangalore,North,E,P6,50258,410,Online
05-06-2025,Delhi,West,A,P4,71427,357,Retail
15-03-2025,Chennai,West,A,P6,32158,497,Online
08-12-2025,Bangalore,South,D,P3,45228,169,Online
10-04-2026,Bangalore,West,D,P3,69201,11,Retail
31-03-2025,Chennai,North,B,P5,44340,63,Wholesale
08-03-2025,Delhi,North,A,P4,13468,411,Wholesale
31-03-2026,Delhi,South,E,P5,17557,39,Wholesale
24-08-2025,Bangalore,West,B,P6,75108,277,Retail
19-07-2025,Mumbai,North,A,P4,73013,117,Online
13-04-2026,Delhi,North,D,P2,7466,390,Retail
28-11-2025,Delhi,North,E,P5,19932,139,Retail
15-08-2025,Chennai,West,C,P3,55757,302,Online
10-04-2026,Mumbai,South,B,P5,30218,415,Online
14-12-2025,Mumbai,South,D,P1,94103,440,Online
21-08-2025,Bangalore,North,C,P1,67474,75,Retail
23-09-2025,Chennai,South,A,P1,87291,307,Online
27-03-2025,Chennai,North,E,P3,6744,109,Wholesale
12-04-2025,Delhi,North,D,P3,70687,136,Online
17-03-2026,Bangalore,West,D,P1,28755,83,Retail
02-08-2025,Delhi,North,E,P6,3050,480,Online
18-04-2025,Mumbai,North,D,P3,70514,218,Wholesale
14-06-2025,Chennai,West,D,P6,56357,238,Retail
06-04-2026,Bangalore,West,A,P3,59846,485,Online
01-04-2025,Delhi,South,B,P3,64161,171,Online
11-07-2025,Delhi,West,C,P1,3936,373,Online
01-12-2025,Mumbai,North,E,P2,22532,34,Wholesale
27-03-2025,Chennai,West,C,P6,95629,47,Online
10-08-2025,Mumbai,West,E,P6,49726,272,Online
29-12-2025,Delhi,South,E,P2,70397,225,Retail
28-02-2026,Chennai,West,D,P4,31165,163,Wholesale
11-04-2025,Chennai,North,A,P5,51984,266,Online
14-08-2025,Mumbai,North,E,P2,33877,228,Retail
30-12-2025,Chennai,North,C,P4,81702,343,Wholesale
01-03-2025,Mumbai,West,B,P2,3684,311,Retail
07-09-2025,Chennai,West,C,P1,73101,125,Wholesale
17-02-2025,Chennai,North,A,P4,51543,304,Retail
27-04-2025,Bangalore,West,B,P1,15001,489,Retail
15-08-2025,Chennai,South,D,P1,59728,260,Online
28-12-2025,Delhi,South,C,P4,44398,275,Retail
07-02-2026,Bangalore,South,C,P6,39807,60,Wholesale
01-04-2026,Mumbai,South,E,P6,6118,467,Wholesale
02-02-2025,Delhi,North,E,P4,57561,298,Wholesale
13-02-2025,Mumbai,West,B,P2,96332,490,Online
21-04-2026,Mumbai,South,D,P2,2453,270,Online
14-06-2025,Delhi,North,E,P5,98688,33,Wholesale
03-01-2026,Mumbai,South,C,P2,87477,432,Retail
11-12-2025,Bangalore,West,B,P6,18218,54,Wholesale
19-10-2025,Delhi,South,E,P4,50510,180,Retail
03-12-2025,Mumbai,South,E,P2,25911,421,Retail
10-12-2025,Mumbai,South,A,P4,73853,366,Retail
09-02-2026,Chennai,South,B,P5,10044,466,Retail
21-01-2026,Chennai,West,B,P4,90224,136,Retail
14-10-2025,Mumbai,North,D,P5,30014,330,Wholesale
30-12-2025,Delhi,South,E,P5,82840,159,Wholesale
13-08-2025,Bangalore,North,B,P5,87911,35,Online
13-10-2025,Mumbai,West,D,P1,75609,439,Wholesale
23-07-2025,Mumbai,West,E,P6,12245,217,Retail
21-06-2025,Mumbai,South,C,P3,30987,153,Wholesale
12-01-2025,Chennai,North,A,P6,86230,360,Retail
03-11-2025,Delhi,South,D,P4,72651,367,Online
01-05-2025,Mumbai,West,A,P6,25793,366,Wholesale
09-03-2026,Chennai,South,C,P2,38399,3,Wholesale
01-09-2025,Mumbai,South,B,P3,45968,271,Wholesale
01-06-2025,Mumbai,North,E,P6,21842,352,Retail
01-06-2025,Delhi,West,B,P3,6901,21,Online
07-07-2025,Chennai,South,A,P6,24258,58,Retail
30-01-2026,Bangalore,South,B,P1,43507,481,Wholesale
13-01-2025,Delhi,South,B,P4,55865,167,Online
01-04-2025,Bangalore,North,D,P4,20243,411,Retail
19-07-2025,Chennai,West,D,P2,27760,270,Online
15-03-2025,Chennai,South,C,P1,66089,292,Retail
13-09-2025,Bangalore,South,D,P6,16455,46,Online
01-04-2026,Chennai,South,D,P6,53024,233,Retail
24-03-2026,Delhi,West,D,P6,64662,138,Online
03-10-2025,Mumbai,North,D,P6,78015,152,Wholesale
24-11-2025,Bangalore,North,C,P3,75625,394,Wholesale
25-11-2025,Mumbai,South,D,P6,14692,95,Wholesale
12-03-2025,Bangalore,South,D,P4,66016,359,Retail
19-03-2025,Mumbai,North,A,P1,25943,495,Online
11-10-2025,Mumbai,North,D,P5,13525,58,Wholesale
10-05-2025,Delhi,North,C,P4,58682,156,Retail
12-01-2026,Mumbai,South,C,P6,61654,324,Retail
12-02-2025,Bangalore,South,B,P3,52345,242,Retail
08-01-2025,Mumbai,North,D,P5,49491,432,Online
13-01-2025,Chennai,North,E,P5,42025,19,Online
01-08-2025,Mumbai,West,B,P6,91585,232,Online
21-04-2025,Mumbai,South,C,P5,81056,400,Online
21-04-2026,Chennai,West,B,P6,71899,224,Online
18-10-2025,Chennai,North,E,P3,26663,70,Retail
23-01-2025,Bangalore,South,A,P1,2751,435,Retail
29-10-2025,Chennai,South,E,P4,34434,330,Retail
11-09-2025,Chennai,West,B,P1,48606,443,Wholesale
15-01-2025,Bangalore,West,D,P6,18716,237,Online
10-05-2025,Bangalore,West,A,P3,2466,272,Retail
02-03-2025,Mumbai,West,E,P2,14299,258,Online
25-04-2025,Delhi,South,D,P6,87645,200,Wholesale
05-04-2026,Bangalore,North,E,P4,86532,105,Wholesale
16-11-2025,Chennai,North,C,P4,57174,167,Retail
04-11-2025,Mumbai,North,D,P6,27695,325,Wholesale
24-02-2026,Chennai,West,C,P2,57052,222,Online
27-03-2026,Bangalore,North,A,P5,25798,8,Online
21-11-2025,Delhi,West,A,P4,8393,93,Retail
08-03-2025,Mumbai,West,A,P4,19189,3,Wholesale
06-09-2025,Bangalore,North,A,P6,99883,333,Retail
24-06-2025,Bangalore,North,C,P4,33112,436,Retail
05-12-2025,Chennai,North,C,P3,57596,283,Online
02-01-2025,Delhi,South,B,P2,74128,435,Retail
21-06-2025,Bangalore,West,B,P4,7272,460,Online
24-03-2026,Chennai,South,C,P6,37250,445,Retail
10-04-2026,Mumbai,North,A,P2,80361,307,Online
30-11-2025,Chennai,South,B,P5,55079,296,Online
11-10-2025,Mumbai,South,D,P4,94874,243,Retail
20-04-2026,Chennai,North,C,P1,6493,262,Retail
23-02-2025,Delhi,North,D,P6,63186,103,Retail
03-04-2026,Chennai,West,A,P1,12189,49,Wholesale
08-03-2025,Delhi,West,C,P6,66609,143,Retail
24-02-2026,Delhi,South,B,P1,76165,174,Online
12-04-2025,Mumbai,North,B,P1,28102,431,Online
30-04-2025,Chennai,West,D,P6,72138,379,Online
10-07-2025,Chennai,West,C,P3,3287,72,Retail
13-02-2026,Chennai,South,A,P6,53380,104,Wholesale
15-04-2026,Delhi,South,E,P5,97396,123,Wholesale
31-10-2025,Bangalore,South,E,P4,95152,308,Online
27-02-2026,Chennai,North,A,P5,41679,472,Wholesale
16-02-2025,Chennai,West,B,P6,89362,160,Wholesale
10-08-2025,Bangalore,West,E,P1,81936,31,Retail
21-01-2025,Mumbai,West,A,P6,75698,166,Online
07-06-2025,Chennai,South,D,P5,62143,311,Online
14-12-2025,Bangalore,North,B,P5,30016,387,Wholesale
08-06-2025,Chennai,South,A,P3,61406,432,Online
12-01-2026,Delhi,South,D,P6,94881,227,Retail
07-01-2026,Bangalore,North,C,P1,92533,397,Wholesale
14-02-2026,Delhi,North,E,P2,33194,128,Wholesale
23-08-2025,Bangalore,South,E,P5,35229,186,Retail
30-05-2025,Mumbai,North,E,P6,15893,239,Retail
09-02-2026,Delhi,South,A,P5,75624,42,Retail
14-09-2025,Chennai,West,C,P1,78307,169,Retail
14-06-2025,Bangalore,North,A,P3,20322,250,Wholesale
18-03-2025,Chennai,West,A,P6,90273,399,Online
26-03-2025,Mumbai,North,C,P4,5950,410,Retail
15-02-2025,Bangalore,South,D,P1,24682,140,Online
28-01-2026,Mumbai,South,B,P6,88949,252,Online
05-02-2026,Bangalore,South,E,P4,34377,217,Retail
16-02-2025,Delhi,South,C,P2,31998,220,Online
01-08-2025,Chennai,South,D,P4,28325,147,Online
24-04-2026,Delhi,South,C,P5,56049,457,Online
28-02-2025,Delhi,North,B,P3,44011,99,Online
23-02-2025,Delhi,North,C,P6,22961,429,Wholesale
08-12-2025,Delhi,West,C,P6,22335,292,Wholesale
12-01-2025,Bangalore,North,D,P2,71871,32,Retail
11-07-2025,Chennai,North,E,P3,50271,195,Online
06-01-2025,Bangalore,West,E,P6,99584,133,Wholesale
05-11-2025,Bangalore,West,D,P3,68854,316,Retail
24-05-2025,Bangalore,South,D,P6,49907,244,Online
12-12-2025,Delhi,West,A,P4,2152,489,Online
18-09-2025,Mumbai,West,A,P6,64337,82,Wholesale
14-03-2025,Delhi,North,B,P3,87391,170,Retail
23-06-2025,Bangalore,South,A,P2,44912,376,Online
20-08-2025,Delhi,West,A,P3,38178,307,Wholesale
27-09-2025,Chennai,South,C,P2,84048,463,Wholesale
04-03-2026,Chennai,South,C,P5,14301,217,Retail
23-03-2026,Delhi,West,D,P6,26374,402,Wholesale
28-12-2025,Delhi,West,E,P5,99807,455,Retail
10-08-2025,Mumbai,West,B,P4,46108,278,Retail
21-02-2025,Delhi,West,A,P1,3441,216,Retail
26-04-2025,Delhi,South,C,P6,10386,35,Retail
26-01-2025,Mumbai,North,E,P5,36985,22,Online
22-02-2025,Delhi,South,A,P6,66090,411,Online
31-12-2025,Delhi,South,E,P1,84275,386,Wholesale
29-01-2025,Delhi,South,C,P2,54611,317,Wholesale
19-01-2025,Delhi,West,D,P6,66621,203,Retail
30-10-2025,Delhi,West,A,P1,77234,250,Online
27-01-2026,Bangalore,North,A,P3,60181,125,Wholesale
06-10-2025,Delhi,North,B,P2,2200,111,Retail
27-04-2025,Mumbai,North,A,P3,24190,410,Wholesale
16-04-2025,Delhi,South,C,P1,93555,391,Online
23-02-2026,Bangalore,North,E,P3,81668,211,Retail
24-04-2026,Mumbai,South,E,P2,81088,101,Wholesale
05-11-2025,Mumbai,West,D,P6,3647,339,Online
15-08-2025,Delhi,South,D,P3,5666,202,Online
18-12-2025,Chennai,West,C,P1,53532,239,Online
05-07-2025,Bangalore,West,E,P3,78123,479,Online
18-09-2025,Chennai,North,D,P3,46412,321,Retail
16-01-2025,Delhi,West,D,P4,76292,465,Online
30-09-2025,Bangalore,North,B,P2,39914,330,Retail
09-06-2025,Chennai,North,B,P4,68422,292,Online
24-12-2025,Bangalore,North,C,P1,99392,149,Online
07-09-2025,Delhi,South,C,P5,6486,401,Online
12-08-2025,Bangalore,North,C,P1,45452,170,Online
13-09-2025,Delhi,North,C,P1,31782,428,Wholesale
29-06-2025,Chennai,West,E,P1,77054,427,Online
20-01-2025,Bangalore,South,A,P1,1432,195,Retail
22-04-2025,Mumbai,North,C,P4,92221,243,Online
30-04-2025,Delhi,North,B,P1,56004,306,Wholesale
13-07-2025,Bangalore,North,A,P3,62298,278,Retail
13-04-2026,Mumbai,West,A,P1,80948,350,Retail
21-04-2025,Mumbai,West,E,P5,14954,253,Wholesale
29-07-2025,Mumbai,West,D,P2,52605,434,Online
01-01-2025,Mumbai,North,A,P4,79192,36,Online
27-02-2025,Delhi,North,E,P4,89308,69,Retail
03-04-2025,Bangalore,North,E,P4,82443,259,Retail
09-08-2025,Mumbai,North,E,P4,60785,193,Retail
30-07-2025,Bangalore,North,C,P1,47199,81,Retail
04-03-2026,Bangalore,West,D,P5,98032,497,Wholesale
20-08-2025,Chennai,North,C,P6,93086,310,Retail
19-09-2025,Bangalore,South,B,P1,77690,180,Retail
30-12-2025,Delhi,North,D,P2,23343,22,Retail
13-04-2025,Delhi,West,C,P2,16251,475,Online
19-02-2025,Mumbai,North,D,P1,41925,33,Wholesale
09-01-2026,Bangalore,South,B,P1,9570,405,Online
20-04-2025,Delhi,North,C,P1,61446,129,Online
01-04-2026,Delhi,South,D,P5,14778,132,Wholesale
29-03-2025,Delhi,South,B,P4,84062,169,Online
20-01-2025,Mumbai,West,E,P2,88117,134,Retail
14-01-2025,Delhi,South,D,P2,29994,28,Retail
13-05-2025,Bangalore,North,B,P4,76937,460,Retail
01-03-2026,Delhi,South,E,P6,79811,365,Wholesale
23-10-2025,Delhi,North,B,P4,8634,471,Retail
03-02-2025,Mumbai,North,A,P2,35598,235,Retail
15-01-2026,Bangalore,North,B,P2,79041,12,Online
27-07-2025,Delhi,North,C,P5,57715,106,Retail
28-10-2025,Bangalore,West,C,P2,3969,176,Wholesale
18-07-2025,Bangalore,North,C,P1,61226,186,Online
21-03-2025,Delhi,West,C,P1,52289,113,Wholesale
12-03-2025,Mumbai,South,A,P4,96096,301,Wholesale
04-06-2025,Bangalore,North,A,P4,42089,289,Online
19-03-2025,Chennai,South,A,P1,55074,149,Wholesale
19-03-2025,Delhi,West,E,P4,59748,375,Retail
21-06-2025,Bangalore,North,D,P1,3098,105,Wholesale
16-10-2025,Bangalore,North,C,P5,25955,249,Online
02-02-2025,Bangalore,West,D,P4,94541,314,Online
27-10-2025,Delhi,South,C,P3,9458,488,Retail
03-10-2025,Chennai,West,C,P6,43783,91,Retail
02-01-2026,Bangalore,South,C,P2,49635,50,Wholesale
24-02-2026,Bangalore,South,A,P1,14759,352,Online
07-01-2025,Mumbai,South,E,P6,76214,1,Online
09-06-2025,Delhi,North,C,P2,42013,32,Retail
28-08-2025,Delhi,West,C,P2,67853,195,Wholesale
27-03-2026,Bangalore,North,C,P4,69231,97,Retail
27-02-2026,Mumbai,West,B,P2,78328,385,Retail
22-04-2026,Bangalore,South,C,P3,82766,24,Retail
24-01-2025,Bangalore,North,A,P4,43322,147,Online
02-08-2025,Delhi,North,A,P6,3428,402,Online
11-03-2025,Mumbai,North,D,P1,74090,96,Online
03-01-2026,Bangalore,South,A,P2,51600,428,Online
04-08-2025,Delhi,West,D,P2,64344,390,Wholesale
14-04-2025,Bangalore,South,E,P5,66224,209,Online
03-08-2025,Bangalore,North,B,P6,29468,12,Wholesale
23-02-2025,Mumbai,North,A,P1,18005,162,Online
21-10-2025,Mumbai,South,C,P5,33096,420,Online
26-11-2025,Mumbai,North,E,P1,10439,103,Online
02-12-2025,Bangalore,North,C,P2,81325,192,Online
22-07-2025,Chennai,West,D,P2,82904,66,Wholesale
15-10-2025,Mumbai,West,D,P3,52952,404,Retail
14-02-2025,Chennai,West,B,P4,15653,468,Retail
13-11-2025,Chennai,West,E,P3,92444,184,Retail
17-07-2025,Chennai,West,D,P1,87970,431,Online
04-08-2025,Delhi,West,C,P1,41701,39,Retail
05-11-2025,Bangalore,North,A,P1,74424,311,Wholesale
19-01-2026,Mumbai,North,A,P6,18277,57,Wholesale
11-03-2026,Bangalore,West,E,P1,33082,307,Wholesale
28-11-2025,Bangalore,South,E,P4,89414,64,Retail
03-07-2025,Delhi,West,D,P2,25402,352,Wholesale
27-01-2025,Delhi,North,A,P3,24190,387,Online
15-06-2025,Delhi,South,B,P2,65430,90,Wholesale
14-11-2025,Bangalore,South,B,P6,88714,425,Retail
01-10-2025,Chennai,South,B,P5,68136,204,Retail
18-01-2026,Bangalore,North,B,P3,31064,306,Retail
31-12-2025,Delhi,South,D,P6,92104,131,Retail
13-04-2025,Bangalore,North,C,P1,39960,412,Wholesale
24-03-2026,Delhi,North,B,P1,39563,201,Wholesale
29-11-2025,Delhi,West,D,P5,26216,474,Online
08-01-2026,Mumbai,North,B,P3,88891,390,Wholesale
14-04-2025,Chennai,South,B,P4,73213,261,Online
18-02-2026,Delhi,North,C,P4,79754,201,Retail
02-09-2025,Mumbai,North,B,P1,28650,439,Online
01-11-2025,Chennai,West,D,P1,22899,494,Wholesale
18-06-2025,Delhi,West,D,P1,77522,354,Retail
26-04-2025,Chennai,North,A,P6,15756,476,Wholesale
21-05-2025,Chennai,North,E,P5,49953,26,Retail
22-02-2026,Bangalore,North,B,P5,48948,313,Online
22-12-2025,Mumbai,West,B,P2,99059,255,Wholesale
23-04-2026,Chennai,West,D,P5,39657,310,Retail
05-05-2025,Bangalore,South,B,P3,97125,446,Wholesale
25-01-2025,Chennai,South,D,P5,60072,99,Retail
13-07-2025,Bangalore,South,A,P3,96272,449,Wholesale
19-01-2026,Delhi,South,B,P4,98186,68,Online
10-04-2025,Delhi,West,A,P2,87259,379,Wholesale
06-02-2026,Bangalore,West,A,P5,65613,461,Wholesale
05-01-2025,Delhi,North,E,P4,87489,360,Retail
19-01-2025,Delhi,South,D,P3,89243,437,Wholesale
19-06-2025,Delhi,North,A,P2,35995,21,Online
01-10-2025,Chennai,North,D,P4,49910,466,Wholesale
11-09-2025,Bangalore,West,E,P3,60461,84,Retail
01-05-2025,Mumbai,North,D,P2,67087,132,Wholesale
01-02-2025,Mumbai,North,E,P1,16368,96,Online
29-05-2025,Bangalore,West,B,P5,86617,155,Wholesale
23-09-2025,Chennai,West,E,P1,43437,345,Retail
06-02-2025,Delhi,West,E,P1,38008,327,Wholesale
26-06-2025,Delhi,West,E,P1,51838,429,Online
08-12-2025,Chennai,South,C,P4,94918,350,Wholesale
13-01-2025,Mumbai,South,A,P1,29751,343,Retail
02-07-2025,Bangalore,South,D,P6,59930,29,Online
25-05-2025,Bangalore,North,D,P1,3645,121,Wholesale
22-09-2025,Chennai,South,C,P4,27255,185,Online
29-03-2025,Delhi,West,B,P5,70804,149,Retail
04-03-2026,Delhi,South,A,P6,62628,481,Online
07-04-2026,Delhi,West,A,P2,36595,82,Online
15-02-2025,Bangalore,South,A,P2,41136,283,Online
27-01-2026,Mumbai,South,A,P5,70507,206,Retail
29-04-2025,Bangalore,West,C,P4,38477,40,Online
25-02-2026,Chennai,West,D,P1,86881,415,Wholesale
19-01-2025,Bangalore,North,B,P2,12465,234,Online
23-03-2026,Chennai,North,B,P5,7306,264,Wholesale
08-08-2025,Bangalore,North,B,P5,20730,125,Online
06-03-2026,Mumbai,South,C,P1,3330,451,Wholesale
21-08-2025,Chennai,South,C,P5,50704,163,Retail
04-04-2025,Delhi,West,E,P4,95890,358,Retail
31-03-2026,Delhi,West,C,P4,39939,331,Online
08-09-2025,Bangalore,North,A,P6,34342,484,Wholesale
07-09-2025,Bangalore,West,D,P2,23338,244,Online
